leg_no,fn_number,dep_ap_sched,arr_ap_sched,dep_sched,arr_sched,m_offblockdt,m_onblockdt,departure_delay,arrival_delay,sched_flight_time,act_flight_time,ac_registration,change_reason_code,ac_type_code,trans_time,sched_trans_time,trans_time_delay,crew_group,crew_type_change,sched_ground_time,ground_time_delay,act_ground_time,catering_duration,pax_boarding_duration,flight_time_delay,dep_inbound_weekday,arr_weekday,dep_time_of_day,arr_time_of_day,anzahl_personal
271959246,EC2588,Lake Lawrencechester,East Carmen,2019-06-05 15:50:00,2019-06-05 17:15:00,2019-06-05 15:53:00,2019-06-05 17:11:00,3.0,-4.0,85.0,78.0,ECLBNX,other problem,320,56,70,-14,A,[],70.0,35.0,105.0,18.0,20.0,-7.0,Wednesday,Wednesday,Daytime,Evening Peak,6
271981639,EC2810,South Loriview,East Carmen,2019-06-05 15:50:00,2019-06-05 17:35:00,2019-06-05 17:25:00,2019-06-05 18:57:00,95.0,82.0,105.0,92.0,ECLBKX,technical problem,320,31,50,-19,A,[],50.0,-61.0,-11.0,21.0,16.0,-13.0,Wednesday,Wednesday,Daytime,Evening Peak,6
272193575,EC2866,Kennethfort,East Carmen,2019-06-05 15:55:00,2019-06-05 17:55:00,2019-06-05 16:43:00,2019-06-05 18:33:00,48.0,38.0,120.0,110.0,ECLBMX,rotational problem,320,42,45,-3,A,[],45.0,-20.0,25.0,29.0,20.0,-10.0,Wednesday,Wednesday,Daytime,Evening Peak,6
271964690,EC2640,Dawsonhaven,East Carmen,2019-06-05 15:55:00,2019-06-05 17:10:00,2019-06-05 16:52:00,2019-06-05 18:01:00,57.0,51.0,75.0,69.0,ECLWDX,rotational problem,E95,47,55,-8,A,[],70.0,-30.0,40.0,25.0,22.0,-6.0,Wednesday,Wednesday,Daytime,Evening Peak,5
272200209,EC3020,Joneshaven,East Carmen,2019-06-05 16:00:00,2019-06-05 17:25:00,2019-06-05 16:42:00,2019-06-05 18:02:00,42.0,37.0,85.0,80.0,ECLDCX,rotational problem,320,42,75,-33,A,[],50.0,-26.0,24.0,19.0,16.0,-5.0,Wednesday,Wednesday,Daytime,Evening Peak,5
271991964,EC2971,East Carmen,West Danielport,2019-06-05 16:20:00,2019-06-05 17:50:00,2019-06-05 16:56:00,2019-06-05 18:18:00,36.0,28.0,90.0,82.0,ECLBXX,rotational problem,320,37,45,-8,B2,"['ca', 'cp', 'ca', 'ca', 'ca']",45.0,-24.0,21.0,19.0,13.0,-8.0,Wednesday,Wednesday,Daytime,Evening Peak,6
271967000,EC2667,Aaronbury,Yoderburgh,2019-06-05 16:20:00,2019-06-05 17:50:00,2019-06-05 16:55:00,2019-06-05 18:25:00,35.0,35.0,90.0,90.0,ECLGKX,rotational problem,DH4,39,35,4,A,[],35.0,-32.0,3.0,,,0.0,Wednesday,Wednesday,Daytime,Evening Peak,4
271979431,EC2772,Port Amberfort,East Carmen,2019-06-05 16:25:00,2019-06-05 18:40:00,2019-06-05 16:38:00,2019-06-05 18:55:00,13.0,15.0,135.0,137.0,ECLWOX,other problem,E95,68,55,13,A,[],40.0,6.0,46.0,27.0,13.0,2.0,Wednesday,Wednesday,Daytime,Evening Peak,5
271976380,EC2743,Fisherhaven,Lake Lawrencechester,2019-06-05 16:30:00,2019-06-05 17:40:00,2019-06-05 17:43:00,2019-06-05 19:02:00,73.0,82.0,70.0,79.0,ECLGQX,technical problem,DH4,60,65,-5,A,"['cp', 'ca', 'cp']",85.0,-78.0,7.0,,,9.0,Wednesday,Wednesday,Daytime,Evening Peak,4
272032166,EC3380,Lake Richardberg,East Carmen,2019-06-05 16:30:00,2019-06-05 17:25:00,2019-06-05 16:36:00,2019-06-05 17:18:00,6.0,-7.0,55.0,42.0,ECLGHX,other problem,DH4,17,30,-13,C,"['cp', 'ca', 'cp', 'cp']",170.0,25.0,195.0,,,-13.0,Wednesday,Wednesday,Daytime,Evening Peak,5
271971426,EC2701,East Allisontown,Dawsonhaven,2019-06-05 16:35:00,2019-06-05 17:50:00,2019-06-05 16:59:00,2019-06-05 18:25:00,24.0,35.0,75.0,86.0,ECLGFX,rotational problem,DH4,21,40,-19,A,[],35.0,-16.0,19.0,,,11.0,Wednesday,Wednesday,Daytime,Evening Peak,4
272033362,EC3396,Port Courtneytown,East Carmen,2019-06-05 16:35:00,2019-06-05 17:20:00,2019-06-05 17:20:00,2019-06-05 18:04:00,45.0,44.0,45.0,44.0,ECLGLX,rotational problem,DH4,0,0,0,Start,[],40.0,-1.0,39.0,26.0,21.0,-1.0,Wednesday,Wednesday,Daytime,Evening Peak,4
271969790,EC2690,West Jason,East Carmen,2019-06-05 16:40:00,2019-06-05 18:00:00,2019-06-05 17:07:00,2019-06-05 18:17:00,27.0,17.0,80.0,70.0,ECLWFX,other problem,E95,33,40,-7,A,[],40.0,2.0,42.0,26.0,41.0,-10.0,Wednesday,Wednesday,Daytime,Evening Peak,5
272339145,EC2562,West Bryanstad,East Carmen,2019-06-05 16:40:00,2019-06-05 17:45:00,2019-06-05 17:16:00,2019-06-05 18:08:00,36.0,23.0,65.0,52.0,ECLBWX,rotational problem,320,41,45,-4,A,[],90.0,-6.0,84.0,24.0,17.0,-13.0,Wednesday,Wednesday,Daytime,Evening Peak,6
272010706,EC3166,North Anna,East Carmen,2019-06-05 16:40:00,2019-06-05 17:35:00,2019-06-05 16:57:00,2019-06-05 17:46:00,17.0,11.0,55.0,49.0,ECLWGX,other problem,E95,40,40,0,A,[],40.0,10.0,50.0,29.0,11.0,-6.0,Wednesday,Wednesday,Daytime,Evening Peak,5
272035369,EC3434,East Allisontown,East Carmen,2019-06-05 16:40:00,2019-06-05 17:20:00,2019-06-05 17:59:00,2019-06-05 18:37:00,79.0,77.0,40.0,38.0,ECLGBX,technical problem,DH4,10,40,-30,A,[],45.0,-62.0,-17.0,16.0,18.0,-2.0,Wednesday,Wednesday,Daytime,Evening Peak,4
272182859,EC2619,East Carmen,Susanmouth,2019-06-05 16:45:00,2019-06-05 18:20:00,2019-06-05 18:00:00,2019-06-05 19:29:00,75.0,69.0,95.0,89.0,ECLWJX,technical problem,E95,37,45,-8,A,"['cp', 'ca', 'ca', 'cp']",45.0,-67.0,-22.0,19.0,8.0,-6.0,Wednesday,Wednesday,Daytime,Evening Peak,5
272205681,EC3134,Keithberg,East Carmen,2019-06-05 16:45:00,2019-06-05 17:40:00,2019-06-05 18:21:00,2019-06-05 19:08:00,96.0,88.0,55.0,47.0,ECLGRX,technical problem,DH4,24,40,-16,A,[],45.0,-74.0,-29.0,16.0,31.0,-8.0,Wednesday,Wednesday,Daytime,Evening Peak,4
272012349,EC3178,Lake Kevin,East Carmen,2019-06-05 16:45:00,2019-06-05 17:35:00,2019-06-05 18:06:00,2019-06-05 18:55:00,81.0,80.0,50.0,49.0,ECLGJX,rotational problem,DH4,-18,40,-58,A,[],40.0,-64.0,-24.0,23.0,57.0,-1.0,Wednesday,Wednesday,Daytime,Evening Peak,4
272182680,EC2616,Yoderburgh,East Carmen,2019-06-05 16:50:00,2019-06-05 18:25:00,2019-06-05 16:53:00,2019-06-05 18:24:00,3.0,-1.0,95.0,91.0,ECLDBX,other problem,320,1,45,-44,A,[],125.0,14.0,139.0,,,-4.0,Wednesday,Wednesday,Daytime,Evening Peak,5
271996860,EC3010,Joneshaven,East Carmen,2019-06-05 16:50:00,2019-06-05 18:10:00,2019-06-05 18:13:00,2019-06-05 19:33:00,83.0,83.0,80.0,80.0,ECLBLX,technical problem,320,7,45,-38,A,[],50.0,-67.0,-17.0,16.0,21.0,0.0,Wednesday,Wednesday,Daytime,Evening Peak,6
272165728,EC2885,East Carmen,Navarroville,2019-06-05 16:50:00,2019-06-05 18:40:00,2019-06-05 17:21:00,2019-06-05 18:58:00,31.0,18.0,110.0,97.0,ECLXAX,rotational problem,320,67,75,-8,A,['cp'],45.0,-16.0,29.0,16.0,6.0,-13.0,Wednesday,Wednesday,Daytime,Evening Peak,6
272214802,EC3358,Fisherhaven,East Carmen,2019-06-05 16:50:00,2019-06-05 17:50:00,2019-06-05 17:38:00,2019-06-05 18:23:00,48.0,33.0,60.0,45.0,ECLWAX,rotational problem,E95,6,40,-34,A,[],40.0,-8.0,32.0,24.0,,-15.0,Wednesday,Wednesday,Daytime,Evening Peak,5
271973020,EC2713,East Allisontown,Lake Lawrencechester,2019-06-05 16:55:00,2019-06-05 18:15:00,2019-06-05 16:56:00,2019-06-05 18:15:00,1.0,0.0,80.0,79.0,ECLWPX,other problem,E95,42,45,-3,A,[],90.0,4.0,94.0,,,-1.0,Wednesday,Wednesday,Daytime,Evening Peak,5
272189163,EC2725,Lake Richardberg,Lake Lawrencechester,2019-06-05 16:55:00,2019-06-05 18:00:00,2019-06-05 16:56:00,2019-06-05 18:04:00,1.0,4.0,65.0,68.0,ECLWCX,other problem,E95,80,85,-5,A,[],60.0,0.0,60.0,,,3.0,Wednesday,Wednesday,Daytime,Evening Peak,5
271994653,EC2986,East Holly,East Carmen,2019-06-05 17:05:00,2019-06-05 18:10:00,2019-06-05 17:12:00,2019-06-05 18:13:00,7.0,3.0,65.0,61.0,ECLWNX,other problem,E95,26,40,-14,A,[],40.0,28.0,68.0,21.0,15.0,-4.0,Wednesday,Wednesday,Evening Peak,Evening Peak,5
272187471,EC2693,East Carmen,West Jason,2019-06-05 17:05:00,2019-06-05 18:20:00,2019-06-05 17:38:00,2019-06-05 18:49:00,33.0,29.0,75.0,71.0,ECLXDX,rotational problem,320,41,45,-4,A,[],45.0,-25.0,20.0,29.0,12.0,-4.0,Wednesday,Wednesday,Evening Peak,Evening Peak,6
271956499,EC2572,West Bryanstad,East Carmen,2019-06-05 17:15:00,2019-06-05 18:20:00,2019-06-05 17:25:00,2019-06-05 18:16:00,10.0,-4.0,65.0,51.0,ECLBUX,other problem,320,16,45,-29,A,[],50.0,22.0,72.0,23.0,12.0,-14.0,Wednesday,Wednesday,Evening Peak,Evening Peak,6
271967507,EC2670,Lake Danielburgh,East Carmen,2019-06-05 17:20:00,2019-06-05 18:35:00,2019-06-05 17:22:00,2019-06-05 18:23:00,2.0,-12.0,75.0,61.0,ECLGAX,other problem,DH4,27,35,-8,A,[],50.0,38.0,88.0,20.0,15.0,-14.0,Wednesday,Wednesday,Evening Peak,Evening Peak,4
271970188,EC2692,West Jason,East Carmen,2019-06-05 17:35:00,2019-06-05 18:55:00,2019-06-05 18:07:00,2019-06-05 19:18:00,32.0,23.0,80.0,71.0,ECLDDX,rotational problem,320,42,45,-3,A,[],45.0,-8.0,37.0,19.0,20.0,-9.0,Wednesday,Wednesday,Evening Peak,Evening Peak,5
272020825,EC3250,Matthewland,East Carmen,2019-06-05 17:45:00,2019-06-05 19:30:00,2019-06-05 18:24:00,2019-06-05 20:26:00,39.0,56.0,105.0,122.0,ECLGPX,rotational problem,DH4,30,40,-10,A,[],75.0,-34.0,41.0,20.0,6.0,17.0,Wednesday,Wednesday,Evening Peak,Evening Peak,4
271956709,EC2573,East Carmen,West Bryanstad,2019-06-05 17:50:00,2019-06-05 18:50:00,2019-06-05 19:08:00,2019-06-05 20:09:00,78.0,79.0,60.0,61.0,ECLWMX,technical problem,E95,14,40,-26,C,"['cp', 'ca', 'cp', 'ca']",45.0,-76.0,-31.0,16.0,9.0,1.0,Wednesday,Wednesday,Evening Peak,Evening Peak,5
272010916,EC3167,East Carmen,North Anna,2019-06-05 18:00:00,2019-06-05 18:50:00,2019-06-05 18:43:00,2019-06-05 19:32:00,43.0,42.0,50.0,49.0,ECLGLX,rotational problem,DH4,45,40,5,A,[],30.0,-40.0,-10.0,26.0,21.0,-1.0,Wednesday,Wednesday,Evening Peak,Evening Peak,4
271999707,EC3032,Gilbertland,East Carmen,2019-06-05 18:00:00,2019-06-05 19:45:00,2019-06-05 18:55:00,2019-06-05 20:39:00,55.0,54.0,105.0,104.0,ECLWHX,rotational problem,E95,39,40,-1,A,[],60.0,-35.0,25.0,25.0,9.0,-1.0,Wednesday,Wednesday,Evening Peak,Evening Peak,5
272011117,EC3168,North Anna,East Carmen,2019-06-05 19:20:00,2019-06-05 20:10:00,2019-06-05 19:22:00,2019-06-05 20:07:00,2.0,-3.0,50.0,45.0,ECLGLX,other problem,DH4,13,30,-17,A,[],65.0,14.0,79.0,19.0,10.0,-5.0,Wednesday,Wednesday,Evening Peak,Evening Peak,4
272005016,EC3098,North Gregory,East Carmen,2019-06-06 00:40:00,2019-06-06 04:30:00,2019-06-06 00:51:00,2019-06-06 04:26:00,11.0,-4.0,230.0,215.0,ECLBJX,other problem,320,0,0,0,Start,[],50.0,26.0,76.0,24.0,,-15.0,Thursday,Thursday,Night,Night,6
272009193,EC3146,Port Bobby,East Carmen,2019-06-06 02:05:00,2019-06-06 04:00:00,2019-06-06 02:18:00,2019-06-06 04:03:00,13.0,3.0,115.0,105.0,ECLWFX,other problem,E95,0,0,0,Start,[],40.0,61.0,101.0,25.0,18.0,-10.0,Thursday,Thursday,Night,Night,5
271984539,EC2840,Port Ryan,East Carmen,2019-06-06 02:20:00,2019-06-06 03:50:00,2019-06-06 02:32:00,2019-06-06 04:00:00,12.0,10.0,90.0,88.0,ECLGLX,other problem,DH4,0,0,0,Start,[],35.0,5.0,40.0,18.0,14.0,-2.0,Thursday,Thursday,Night,Night,4
272025835,EC3306,Coleland,East Carmen,2019-06-06 02:25:00,2019-06-06 04:00:00,2019-06-06 02:27:00,2019-06-06 03:59:00,2.0,-1.0,95.0,92.0,ECLBCX,other problem,320,0,0,0,Start,[],85.0,12.0,97.0,17.0,21.0,-3.0,Thursday,Thursday,Night,Night,6
272006095,EC3114,East Melissaberg,East Carmen,2019-06-06 02:30:00,2019-06-06 04:15:00,2019-06-06 02:59:00,2019-06-06 04:56:00,29.0,41.0,105.0,117.0,ECLGHX,other problem,DH4,0,0,0,Start,[],35.0,-26.0,9.0,24.0,9.0,12.0,Thursday,Thursday,Night,Night,4
272017733,EC3232,Stephenstad,East Carmen,2019-06-06 02:30:00,2019-06-06 04:05:00,2019-06-06 02:30:00,2019-06-06 04:00:00,0.0,-5.0,95.0,90.0,ECLDBX,no reason,320,0,0,0,Start,[],240.0,23.0,263.0,,,-5.0,Thursday,Thursday,Night,Night,5
272027075,EC3316,East Latashaview,East Carmen,2019-06-06 03:15:00,2019-06-06 07:05:00,2019-06-06 03:29:00,2019-06-06 07:13:00,14.0,8.0,230.0,224.0,ECLBDX,other problem,320,0,0,0,Start,[],80.0,10.0,90.0,25.0,21.0,-6.0,Thursday,Thursday,Night,Morning Peak,7
272024975,EC3292,New Jessica,East Carmen,2019-06-06 03:25:00,2019-06-06 06:45:00,2019-06-06 03:46:00,2019-06-06 07:08:00,21.0,23.0,200.0,202.0,ECLBOX,other problem,320,0,0,0,Start,[],95.0,46.0,141.0,21.0,23.0,2.0,Thursday,Thursday,Night,Morning Peak,6
272022737,EC3260,South Nathaniel,East Carmen,2019-06-06 03:40:00,2019-06-06 06:00:00,2019-06-06 04:00:00,2019-06-06 06:20:00,20.0,20.0,140.0,140.0,ECLDDX,other problem,320,0,0,0,Start,[],130.0,-5.0,125.0,,,0.0,Thursday,Thursday,Night,Morning Peak,5
272210292,EC3224,Youngland,East Carmen,2019-06-06 03:40:00,2019-06-06 05:25:00,2019-06-06 03:42:00,2019-06-06 05:13:00,2.0,-12.0,105.0,91.0,ECLBUX,other problem,320,0,0,0,Start,[],50.0,24.0,74.0,20.0,11.0,-14.0,Thursday,Thursday,Night,Morning Peak,6
272002028,EC3062,Ryanland,East Carmen,2019-06-06 03:45:00,2019-06-06 06:35:00,2019-06-06 03:48:00,2019-06-06 06:27:00,3.0,-8.0,170.0,159.0,ECLBWX,other problem,320,0,0,0,Start,[],155.0,28.0,183.0,,,-11.0,Thursday,Thursday,Night,Morning Peak,6
272034486,EC3420,East Allisontown,East Carmen,2019-06-06 04:00:00,2019-06-06 04:35:00,2019-06-06 04:11:00,2019-06-06 04:52:00,11.0,17.0,35.0,41.0,ECLWPX,other problem,E95,0,0,0,Start,[],35.0,0.0,35.0,22.0,9.0,6.0,Thursday,Thursday,Night,Night,5
272033725,EC3400,Port Courtneytown,East Carmen,2019-06-06 04:00:00,2019-06-06 04:35:00,2019-06-06 04:20:00,2019-06-06 05:10:00,20.0,35.0,35.0,50.0,ECLGPX,other problem,DH4,0,0,0,Start,[],35.0,-15.0,20.0,23.0,21.0,15.0,Thursday,Thursday,Night,Night,4
272006830,EC3124,Dudleyton,East Carmen,2019-06-06 04:00:00,2019-06-06 06:00:00,2019-06-06 04:19:00,2019-06-06 06:12:00,19.0,12.0,120.0,113.0,ECLWOX,other problem,E95,0,0,0,Start,[],40.0,3.0,43.0,21.0,12.0,-7.0,Thursday,Thursday,Night,Morning Peak,5
271971761,EC2707,East Allisontown,Lake Lawrencechester,2019-06-06 04:10:00,2019-06-06 05:30:00,2019-06-06 04:13:00,2019-06-06 05:30:00,3.0,0.0,80.0,77.0,ECLWHX,other problem,E95,0,0,0,Start,[],60.0,4.0,64.0,,,-3.0,Thursday,Thursday,Night,Morning Peak,5
272016858,EC3227,East Carmen,Haynesside,2019-06-06 04:25:00,2019-06-06 05:30:00,2019-06-06 04:40:00,2019-06-06 05:41:00,15.0,11.0,65.0,61.0,ECLGLX,other problem,DH4,0,0,0,Start,[],40.0,1.0,41.0,18.0,14.0,-4.0,Thursday,Thursday,Night,Morning Peak,4
271967669,EC2671,East Carmen,Lake Danielburgh,2019-06-06 04:25:00,2019-06-06 05:35:00,2019-06-06 04:53:00,2019-06-06 06:13:00,28.0,38.0,70.0,80.0,ECLGIX,other problem,DH4,0,0,0,Start,[],30.0,-34.0,-4.0,,,10.0,Thursday,Thursday,Night,Morning Peak,4
272212669,EC3256,Matthewland,East Carmen,2019-06-06 04:25:00,2019-06-06 06:05:00,2019-06-06 04:39:00,2019-06-06 06:29:00,14.0,24.0,100.0,110.0,ECLBKX,other problem,320,0,0,0,Start,[],45.0,38.0,83.0,26.0,6.0,10.0,Thursday,Thursday,Night,Morning Peak,6
272196927,EC2967,East Carmen,West Danielport,2019-06-06 04:30:00,2019-06-06 05:55:00,2019-06-06 04:46:00,2019-06-06 06:08:00,16.0,13.0,85.0,82.0,ECLBYX,other problem,320,0,0,0,Start,[],45.0,-9.0,36.0,,,-3.0,Thursday,Thursday,Night,Morning Peak,6
271955580,EC2567,East Carmen,West Bryanstad,2019-06-06 04:30:00,2019-06-06 05:35:00,2019-06-06 04:49:00,2019-06-06 06:00:00,19.0,25.0,65.0,71.0,ECLBEX,other problem,320,0,0,0,Start,[],40.0,-13.0,27.0,,,6.0,Thursday,Thursday,Night,Morning Peak,6
271966622,EC2661,Aaronbury,Yoderburgh,2019-06-06 04:30:00,2019-06-06 06:00:00,2019-06-06 04:40:00,2019-06-06 06:07:00,10.0,7.0,90.0,87.0,ECLGKX,other problem,DH4,0,0,0,Start,[],35.0,12.0,47.0,,,-3.0,Thursday,Thursday,Night,Morning Peak,4
271959853,EC2617,East Carmen,Yoderburgh,2019-06-06 04:30:00,2019-06-06 06:05:00,2019-06-06 05:31:00,2019-06-06 07:05:00,61.0,60.0,95.0,94.0,ECLBVX,technical problem,320,0,0,0,Start,[],45.0,-57.0,-12.0,,,-1.0,Thursday,Thursday,Night,Morning Peak,6
272030706,EC3370,Fisherhaven,East Carmen,2019-06-06 04:30:00,2019-06-06 05:30:00,2019-06-06 04:43:00,2019-06-06 05:34:00,13.0,4.0,60.0,51.0,ECLWNX,other problem,E95,0,0,0,Start,[],55.0,11.0,66.0,16.0,12.0,-9.0,Thursday,Thursday,Night,Morning Peak,5
271975121,EC2733,Fisherhaven,Lake Lawrencechester,2019-06-06 04:35:00,2019-06-06 05:45:00,2019-06-06 05:40:00,2019-06-06 06:42:00,65.0,57.0,70.0,62.0,ECLGQX,technical problem,DH4,0,0,0,Start,[],60.0,-43.0,17.0,,,-8.0,Thursday,Thursday,Night,Morning Peak,4
271979829,EC2774,Port Amberfort,East Carmen,2019-06-06 04:35:00,2019-06-06 06:50:00,2019-06-06 04:51:00,2019-06-06 07:01:00,16.0,11.0,135.0,130.0,ECLWBX,other problem,E95,0,0,0,Start,[],55.0,53.0,108.0,28.0,17.0,-5.0,Thursday,Thursday,Night,Morning Peak,5
272191084,EC2767,East Carmen,Port Amberfort,2019-06-06 04:35:00,2019-06-06 06:50:00,2019-06-06 04:56:00,2019-06-06 06:56:00,21.0,6.0,135.0,120.0,ECLXEX,other problem,320,0,0,0,Start,[],45.0,-6.0,39.0,,,-15.0,Thursday,Thursday,Night,Morning Peak,7
272030799,EC3371,East Carmen,Fisherhaven,2019-06-06 04:40:00,2019-06-06 05:35:00,2019-06-06 04:54:00,2019-06-06 05:47:00,14.0,12.0,55.0,53.0,ECLWKX,other problem,E95,0,0,0,Start,[],40.0,13.0,53.0,,,-2.0,Thursday,Thursday,Night,Morning Peak,5
272009393,EC3159,East Carmen,North Anna,2019-06-06 04:40:00,2019-06-06 05:30:00,2019-06-06 05:44:00,2019-06-06 06:33:00,64.0,63.0,50.0,49.0,ECLWFX,technical problem,E95,0,0,0,Start,[],40.0,-62.0,-22.0,25.0,18.0,-1.0,Thursday,Thursday,Night,Morning Peak,5
271971154,EC2697,East Allisontown,Dawsonhaven,2019-06-06 04:40:00,2019-06-06 05:55:00,2019-06-06 04:51:00,2019-06-06 06:00:00,11.0,5.0,75.0,69.0,ECLGNX,other problem,DH4,0,0,0,Start,[],35.0,17.0,52.0,,,-6.0,Thursday,Thursday,Night,Morning Peak,4
271980429,EC2788,Castroville,East Carmen,2019-06-06 04:45:00,2019-06-06 07:10:00,2019-06-06 08:04:00,2019-06-06 10:27:00,199.0,197.0,145.0,143.0,ECLWAX,other problem,E95,0,0,0,Start,[],75.0,-174.0,-99.0,17.0,214.0,-2.0,Thursday,Thursday,Night,Morning Peak,5
271987831,EC2907,East Carmen,Desireeton,2019-06-06 04:50:00,2019-06-06 07:20:00,2019-06-06 05:10:00,2019-06-06 07:27:00,20.0,7.0,150.0,137.0,ECLXAX,other problem,320,0,0,0,Start,[],45.0,-7.0,38.0,,,-13.0,Thursday,Thursday,Night,Morning Peak,6
272205861,EC3137,East Carmen,Keithberg,2019-06-06 04:50:00,2019-06-06 05:40:00,2019-06-06 05:05:00,2019-06-06 05:50:00,15.0,10.0,50.0,45.0,ECLGHX,other problem,DH4,0,0,0,Start,[],40.0,8.0,48.0,24.0,9.0,-5.0,Thursday,Thursday,Night,Morning Peak,4
271967957,EC2679,East Carmen,West Jason,2019-06-06 05:00:00,2019-06-06 06:15:00,2019-06-06 05:24:00,2019-06-06 06:43:00,24.0,28.0,75.0,79.0,ECLXCX,other problem,320,0,0,0,Start,[],45.0,-27.0,18.0,,,4.0,Thursday,Thursday,Morning Peak,Morning Peak,6
271983871,EC2834,Davidtown,East Carmen,2019-06-06 05:00:00,2019-06-06 06:55:00,2019-06-06 05:00:00,2019-06-06 06:40:00,0.0,-15.0,115.0,100.0,ECLDCX,no reason,320,0,0,0,Start,[],80.0,36.0,116.0,26.0,19.0,-15.0,Thursday,Thursday,Morning Peak,Morning Peak,5
271970967,EC2696,West Jason,East Carmen,2019-06-06 05:00:00,2019-06-06 06:15:00,2019-06-06 05:03:00,2019-06-06 06:12:00,3.0,-3.0,75.0,69.0,ECLBLX,other problem,320,0,0,0,Start,[],45.0,17.0,62.0,17.0,16.0,-6.0,Thursday,Thursday,Morning Peak,Morning Peak,6
271961159,EC2614,Yoderburgh,East Carmen,2019-06-06 05:00:00,2019-06-06 06:35:00,2019-06-06 05:14:00,2019-06-06 06:40:00,14.0,5.0,95.0,86.0,ECLBNX,other problem,320,0,0,0,Start,[],45.0,60.0,105.0,23.0,16.0,-9.0,Thursday,Thursday,Morning Peak,Morning Peak,6
271966010,EC2657,East Allisontown,Yoderburgh,2019-06-06 05:00:00,2019-06-06 06:40:00,2019-06-06 05:13:00,2019-06-06 06:48:00,13.0,8.0,100.0,95.0,ECLGBX,other problem,DH4,0,0,0,Start,[],35.0,-4.0,31.0,,,-5.0,Thursday,Thursday,Morning Peak,Morning Peak,4
272188289,EC2717,Lake Richardberg,Lake Lawrencechester,2019-06-06 05:00:00,2019-06-06 06:10:00,2019-06-06 05:00:00,2019-06-06 06:01:00,0.0,-9.0,70.0,61.0,ECLWEX,no reason,E95,0,0,0,Start,[],50.0,13.0,63.0,,,-9.0,Thursday,Thursday,Morning Peak,Morning Peak,5
271989301,EC2914,Desireeton,East Carmen,2019-06-06 05:00:00,2019-06-06 07:15:00,2019-06-06 05:04:00,2019-06-06 07:16:00,4.0,1.0,135.0,132.0,ECLBQX,other problem,320,0,0,0,Start,[],45.0,14.0,59.0,19.0,17.0,-3.0,Thursday,Thursday,Morning Peak,Morning Peak,6
272011930,EC3174,Lake Kevin,East Carmen,2019-06-06 05:00:00,2019-06-06 05:45:00,2019-06-06 05:19:00,2019-06-06 06:02:00,19.0,17.0,45.0,43.0,ECLGAX,other problem,DH4,0,0,0,Start,[],70.0,6.0,76.0,15.0,18.0,-2.0,Thursday,Thursday,Morning Peak,Morning Peak,4
271992575,EC2974,West Danielport,East Carmen,2019-06-06 05:05:00,2019-06-06 06:35:00,2019-06-06 05:16:00,2019-06-06 06:44:00,11.0,9.0,90.0,88.0,ECLDGX,other problem,320,0,0,0,Start,[],100.0,69.0,169.0,24.0,20.0,-2.0,Thursday,Thursday,Morning Peak,Morning Peak,5
271985381,EC2867,East Carmen,Kennethfort,2019-06-06 05:05:00,2019-06-06 07:15:00,2019-06-06 06:10:00,2019-06-06 08:15:00,65.0,60.0,130.0,125.0,ECLBBX,technical problem,320,0,0,0,Start,[],45.0,-59.0,-14.0,,,-5.0,Thursday,Thursday,Morning Peak,Morning Peak,6
271978211,EC2764,North Jeffrey,East Carmen,2019-06-06 05:10:00,2019-06-06 06:55:00,2019-06-06 05:26:00,2019-06-06 07:09:00,16.0,14.0,105.0,103.0,ECLBIX,other problem,320,0,0,0,Start,[],75.0,7.0,82.0,19.0,22.0,-2.0,Thursday,Thursday,Morning Peak,Morning Peak,6
272019951,EC3245,East Carmen,Youngland,2019-06-06 05:10:00,2019-06-06 06:45:00,2019-06-06 05:27:00,2019-06-06 06:59:00,17.0,14.0,95.0,92.0,ECLWPX,other problem,E95,30,35,-5,A,[],100.0,-11.0,89.0,22.0,9.0,-3.0,Thursday,Thursday,Morning Peak,Morning Peak,5
271981059,EC2807,East Carmen,South Loriview,2019-06-06 05:10:00,2019-06-06 06:55:00,2019-06-06 05:20:00,2019-06-06 07:03:00,10.0,8.0,105.0,103.0,ECLBXX,other problem,320,0,0,0,Start,[],80.0,23.0,103.0,,,-2.0,Thursday,Thursday,Morning Peak,Morning Peak,6
271984667,EC2859,East Carmen,West Ana,2019-06-06 05:10:00,2019-06-06 07:10:00,2019-06-06 05:30:00,2019-06-06 07:38:00,20.0,28.0,120.0,128.0,ECLGPX,other problem,DH4,25,35,-10,A,[],50.0,1.0,51.0,23.0,21.0,8.0,Thursday,Thursday,Morning Peak,Morning Peak,4
271957114,EC2577,East Carmen,Lake Lawrencechester,2019-06-06 05:10:00,2019-06-06 06:40:00,2019-06-06 05:30:00,2019-06-06 06:52:00,20.0,12.0,90.0,82.0,ECLBRX,other problem,320,0,0,0,Start,[],70.0,-3.0,67.0,,,-8.0,Thursday,Thursday,Morning Peak,Morning Peak,6
271999078,EC3027,East Carmen,Gilbertland,2019-06-06 05:10:00,2019-06-06 06:50:00,2019-06-06 06:13:00,2019-06-06 07:52:00,63.0,62.0,100.0,99.0,ECLWJX,technical problem,E95,0,0,0,Start,[],80.0,138.0,218.0,,,-1.0,Thursday,Thursday,Morning Peak,Morning Peak,5
