leg_no,fn_number,dep_ap_sched,arr_ap_sched,dep_sched,arr_sched,m_offblockdt,m_onblockdt,departure_delay,arrival_delay,sched_flight_time,act_flight_time,ac_registration,change_reason_code,ac_type_code,trans_time,sched_trans_time,trans_time_delay,crew_group,crew_type_change,sched_ground_time,ground_time_delay,act_ground_time,catering_duration,pax_boarding_duration,flight_time_delay,dep_inbound_weekday,arr_weekday,dep_time_of_day,arr_time_of_day,anzahl_personal
272016723,EC3226,Lisamouth,East Carmen,2019-06-28 03:00:00,2019-06-28 04:40:00,2019-06-28 03:13:00,2019-06-28 05:00:00,13.0,20.0,100.0,107.0,ECLXDX,other problem,320,0,0,0,Start,[],50.0,-7.0,43.0,24.0,18.0,7.0,Friday,Friday,Night,Night,6
272027097,EC3316,East Latashaview,East Carmen,2019-06-28 03:15:00,2019-06-28 07:05:00,2019-06-28 03:25:00,2019-06-28 07:13:00,10.0,8.0,230.0,228.0,ECLBFX,other problem,320,0,0,0,Start,[],75.0,14.0,89.0,27.0,24.0,-2.0,Friday,Friday,Night,Morning Peak,7
272024997,EC3292,New Jessica,East Carmen,2019-06-28 03:25:00,2019-06-28 06:45:00,2019-06-28 03:38:00,2019-06-28 07:05:00,13.0,20.0,200.0,207.0,ECLBEX,other problem,320,0,0,0,Start,[],145.0,0.0,145.0,,,7.0,Friday,Friday,Night,Morning Peak,6
272210303,EC3224,Youngland,East Carmen,2019-06-28 03:40:00,2019-06-28 05:25:00,2019-06-28 03:52:00,2019-06-28 05:49:00,12.0,24.0,105.0,117.0,ECLBIX,other problem,320,0,0,0,Start,[],45.0,-9.0,36.0,23.0,11.0,12.0,Friday,Friday,Night,Morning Peak,6
272022751,EC3260,South Nathaniel,East Carmen,2019-06-28 03:40:00,2019-06-28 06:00:00,2019-06-28 04:05:00,2019-06-28 06:14:00,25.0,14.0,140.0,129.0,ECLBQX,other problem,320,0,0,0,Start,[],60.0,5.0,65.0,25.0,14.0,-11.0,Friday,Friday,Night,Morning Peak,6
272002050,EC3062,Ryanland,East Carmen,2019-06-28 03:45:00,2019-06-28 06:35:00,2019-06-28 03:45:00,2019-06-28 06:27:00,0.0,-8.0,170.0,162.0,ECLXAX,no reason,320,0,0,0,Start,[],95.0,31.0,126.0,18.0,,-8.0,Friday,Friday,Night,Morning Peak,6
272033747,EC3400,Port Courtneytown,East Carmen,2019-06-28 04:00:00,2019-06-28 04:35:00,2019-06-28 04:27:00,2019-06-28 05:12:00,27.0,37.0,35.0,45.0,ECLGAX,other problem,DH4,0,0,0,Start,[],35.0,-21.0,14.0,28.0,14.0,10.0,Friday,Friday,Night,Night,4
272006849,EC3124,Dudleyton,East Carmen,2019-06-28 04:00:00,2019-06-28 06:00:00,2019-06-28 04:19:00,2019-06-28 06:10:00,19.0,10.0,120.0,111.0,ECLXCX,other problem,320,0,0,0,Start,[],120.0,13.0,133.0,,,-9.0,Friday,Friday,Night,Morning Peak,6
272034505,EC3420,East Allisontown,East Carmen,2019-06-28 04:00:00,2019-06-28 04:35:00,2019-06-28 04:03:00,2019-06-28 04:41:00,3.0,6.0,35.0,38.0,ECLWQX,other problem,E95,0,0,0,Start,[],230.0,8.0,238.0,,,3.0,Friday,Friday,Night,Night,5
272187801,EC2707,East Allisontown,Lake Lawrencechester,2019-06-28 04:10:00,2019-06-28 05:30:00,2019-06-28 04:13:00,2019-06-28 05:38:00,3.0,8.0,80.0,85.0,ECLWLX,other problem,E95,0,0,0,Start,[],65.0,-7.0,58.0,,,5.0,Friday,Friday,Night,Morning Peak,5
272212685,EC3256,Matthewland,East Carmen,2019-06-28 04:25:00,2019-06-28 06:05:00,2019-06-28 04:42:00,2019-06-28 06:16:00,17.0,11.0,100.0,94.0,ECLBOX,other problem,320,0,0,0,Start,[],45.0,50.0,95.0,18.0,30.0,-6.0,Friday,Friday,Night,Morning Peak,6
272016874,EC3227,East Carmen,Haynesside,2019-06-28 04:25:00,2019-06-28 05:30:00,2019-06-28 04:43:00,2019-06-28 05:53:00,18.0,23.0,65.0,70.0,ECLGKX,other problem,DH4,0,0,0,Start,[],40.0,0.0,40.0,,,5.0,Friday,Friday,Night,Morning Peak,4
271967684,EC2671,East Carmen,Lake Danielburgh,2019-06-28 04:25:00,2019-06-28 05:35:00,2019-06-28 05:03:00,2019-06-28 06:19:00,38.0,44.0,70.0,76.0,ECLGLX,other problem,DH4,0,0,0,Start,[],30.0,-17.0,13.0,,,6.0,Friday,Friday,Night,Morning Peak,4
271966636,EC2661,Aaronbury,Yoderburgh,2019-06-28 04:30:00,2019-06-28 06:00:00,2019-06-28 04:43:00,2019-06-28 06:10:00,13.0,10.0,90.0,87.0,ECLGGX,other problem,DH4,0,0,0,Start,[],35.0,-7.0,28.0,,,-3.0,Friday,Friday,Night,Morning Peak,4
272196946,EC2967,East Carmen,West Danielport,2019-06-28 04:30:00,2019-06-28 05:55:00,2019-06-28 04:46:00,2019-06-28 06:02:00,16.0,7.0,85.0,76.0,ECLBRX,other problem,320,0,0,0,Start,[],45.0,12.0,57.0,24.0,25.0,-9.0,Friday,Friday,Night,Morning Peak,6
271959866,EC2617,East Carmen,Yoderburgh,2019-06-28 04:30:00,2019-06-28 06:05:00,2019-06-28 04:52:00,2019-06-28 06:23:00,22.0,18.0,95.0,91.0,ECLBXX,other problem,320,0,0,0,Start,[],45.0,-7.0,38.0,,,-4.0,Friday,Friday,Night,Morning Peak,6
271955602,EC2567,East Carmen,West Bryanstad,2019-06-28 04:30:00,2019-06-28 05:35:00,2019-06-28 04:48:00,2019-06-28 05:53:00,18.0,18.0,65.0,65.0,ECLBDX,other problem,320,0,0,0,Start,[],40.0,-3.0,37.0,,,0.0,Friday,Friday,Night,Morning Peak,6
272030720,EC3370,Fisherhaven,East Carmen,2019-06-28 04:30:00,2019-06-28 05:30:00,2019-06-28 04:54:00,2019-06-28 05:45:00,24.0,15.0,60.0,51.0,ECLWBX,other problem,E95,0,0,0,Start,[],55.0,-2.0,53.0,27.0,16.0,-9.0,Friday,Friday,Night,Morning Peak,5
272183215,EC2621,East Carmen,Susanmouth,2019-06-28 04:30:00,2019-06-28 06:05:00,2019-06-28 05:34:00,2019-06-28 07:06:00,64.0,61.0,95.0,92.0,ECLWFX,technical problem,E95,0,0,0,Start,[],45.0,-47.0,-2.0,,,-3.0,Friday,Friday,Night,Morning Peak,6
272191106,EC2767,East Carmen,Port Amberfort,2019-06-28 04:35:00,2019-06-28 06:50:00,2019-06-28 04:59:00,2019-06-28 07:23:00,24.0,33.0,135.0,144.0,ECLBJX,other problem,320,0,0,0,Start,[],45.0,-33.0,12.0,,,9.0,Friday,Friday,Night,Morning Peak,6
271975143,EC2733,Fisherhaven,Lake Lawrencechester,2019-06-28 04:35:00,2019-06-28 05:45:00,2019-06-28 04:52:00,2019-06-28 06:03:00,17.0,18.0,70.0,71.0,ECLGMX,other problem,DH4,0,0,0,Start,[],65.0,-5.0,60.0,,,1.0,Friday,Friday,Night,Morning Peak,4
271979851,EC2774,Port Amberfort,East Carmen,2019-06-28 04:35:00,2019-06-28 06:50:00,2019-06-28 04:38:00,2019-06-28 06:31:00,3.0,-19.0,135.0,113.0,ECLWNX,other problem,E95,0,0,0,Start,[],55.0,84.0,139.0,19.0,,-22.0,Friday,Friday,Night,Morning Peak,5
272009412,EC3159,East Carmen,North Anna,2019-06-28 04:40:00,2019-06-28 05:30:00,2019-06-28 04:50:00,2019-06-28 05:41:00,10.0,11.0,50.0,51.0,ECLWKX,other problem,E95,0,0,0,Start,[],40.0,-1.0,39.0,,,1.0,Friday,Friday,Night,Morning Peak,5
271971168,EC2697,East Allisontown,Dawsonhaven,2019-06-28 04:40:00,2019-06-28 05:55:00,2019-06-28 04:51:00,2019-06-28 06:06:00,11.0,11.0,75.0,75.0,ECLGPX,other problem,DH4,0,0,0,Start,[],35.0,7.0,42.0,,,0.0,Friday,Friday,Night,Morning Peak,4
272030815,EC3371,East Carmen,Fisherhaven,2019-06-28 04:40:00,2019-06-28 05:35:00,2019-06-28 05:41:00,2019-06-28 06:37:00,61.0,62.0,55.0,56.0,ECLWMX,technical problem,E95,0,0,0,Start,[],40.0,-1.0,39.0,28.0,,1.0,Friday,Friday,Night,Morning Peak,5
271980451,EC2788,Castroville,East Carmen,2019-06-28 04:45:00,2019-06-28 07:10:00,2019-06-28 04:58:00,2019-06-28 07:15:00,13.0,5.0,145.0,137.0,ECLWCX,other problem,E95,0,0,0,Start,[],60.0,13.0,73.0,25.0,29.0,-8.0,Friday,Friday,Night,Morning Peak,5
272100902,EC11507,East Carmen,Ellisside,2019-06-28 04:50:00,2019-06-28 07:00:00,2019-06-28 05:08:00,2019-06-28 07:05:00,18.0,5.0,130.0,117.0,ECLDEX,other problem,320,0,0,0,Start,[],45.0,7.0,52.0,,,-13.0,Friday,Friday,Night,Morning Peak,5
271987853,EC2907,East Carmen,Desireeton,2019-06-28 04:50:00,2019-06-28 07:20:00,2019-06-28 05:15:00,2019-06-28 07:53:00,25.0,33.0,150.0,158.0,ECLBAX,other problem,320,0,0,0,Start,[],45.0,-18.0,27.0,,,8.0,Friday,Friday,Night,Morning Peak,6
272205880,EC3137,East Carmen,Keithberg,2019-06-28 04:50:00,2019-06-28 05:40:00,2019-06-28 05:54:00,2019-06-28 06:43:00,64.0,63.0,50.0,49.0,ECLGBX,technical problem,DH4,10,15,-5,C,['cp'],40.0,0.0,40.0,29.0,,-1.0,Friday,Friday,Night,Morning Peak,4
271961181,EC2614,Yoderburgh,East Carmen,2019-06-28 05:00:00,2019-06-28 06:35:00,2019-06-28 05:16:00,2019-06-28 06:50:00,16.0,15.0,95.0,94.0,ECLBYX,other problem,320,0,0,0,Start,[],45.0,1.0,46.0,25.0,13.0,-1.0,Friday,Friday,Morning Peak,Morning Peak,6
272188311,EC2717,Lake Richardberg,Lake Lawrencechester,2019-06-28 05:00:00,2019-06-28 06:10:00,2019-06-28 05:04:00,2019-06-28 06:14:00,4.0,4.0,70.0,70.0,ECLWEX,other problem,E95,0,0,0,Start,[],50.0,-3.0,47.0,,,0.0,Friday,Friday,Morning Peak,Morning Peak,5
271967979,EC2679,East Carmen,West Jason,2019-06-28 05:00:00,2019-06-28 06:15:00,2019-06-28 05:17:00,2019-06-28 06:24:00,17.0,9.0,75.0,67.0,ECLDDX,other problem,320,0,0,0,Start,[],45.0,-9.0,36.0,,,-8.0,Friday,Friday,Morning Peak,Morning Peak,5
271983893,EC2834,Davidtown,East Carmen,2019-06-28 05:00:00,2019-06-28 06:55:00,2019-06-28 05:16:00,2019-06-28 07:01:00,16.0,6.0,115.0,105.0,ECLWJX,other problem,E95,0,0,0,Start,[],55.0,67.0,122.0,28.0,30.0,-10.0,Friday,Friday,Morning Peak,Morning Peak,5
272011952,EC3174,Lake Kevin,East Carmen,2019-06-28 05:00:00,2019-06-28 05:45:00,2019-06-28 05:23:00,2019-06-28 06:11:00,23.0,26.0,45.0,48.0,ECLGJX,other problem,DH4,0,0,0,Start,[],70.0,-12.0,58.0,24.0,18.0,3.0,Friday,Friday,Morning Peak,Morning Peak,4
271966025,EC2657,East Allisontown,Yoderburgh,2019-06-28 05:00:00,2019-06-28 06:40:00,2019-06-28 05:14:00,2019-06-28 07:00:00,14.0,20.0,100.0,106.0,ECLGFX,other problem,DH4,0,0,0,Start,[],35.0,-20.0,15.0,,,6.0,Friday,Friday,Morning Peak,Morning Peak,4
271989323,EC2914,Desireeton,East Carmen,2019-06-28 05:00:00,2019-06-28 07:15:00,2019-06-28 05:14:00,2019-06-28 07:27:00,14.0,12.0,135.0,133.0,ECLBCX,other problem,320,0,0,0,Start,[],70.0,52.0,122.0,26.0,22.0,-2.0,Friday,Friday,Morning Peak,Morning Peak,6
271970989,EC2696,West Jason,East Carmen,2019-06-28 05:00:00,2019-06-28 06:15:00,2019-06-28 05:00:00,2019-06-28 06:09:00,0.0,-6.0,75.0,69.0,ECLDBX,no reason,320,0,0,0,Start,[],110.0,31.0,141.0,,,-6.0,Friday,Friday,Morning Peak,Morning Peak,5
271985403,EC2867,East Carmen,Kennethfort,2019-06-28 05:05:00,2019-06-28 07:15:00,2019-06-28 06:11:00,2019-06-28 08:26:00,66.0,71.0,130.0,135.0,ECLBBX,technical problem,320,0,0,0,Start,[],45.0,-61.0,-16.0,16.0,14.0,5.0,Friday,Friday,Morning Peak,Morning Peak,6
271992597,EC2974,West Danielport,East Carmen,2019-06-28 05:05:00,2019-06-28 06:35:00,2019-06-28 05:07:00,2019-06-28 06:29:00,2.0,-6.0,90.0,82.0,ECLDFX,other problem,320,0,0,0,Start,[],105.0,23.0,128.0,,,-8.0,Friday,Friday,Morning Peak,Morning Peak,5
271981081,EC2807,East Carmen,South Loriview,2019-06-28 05:10:00,2019-06-28 06:55:00,2019-06-28 05:28:00,2019-06-28 07:20:00,18.0,25.0,105.0,112.0,ECLBTX,other problem,320,0,0,0,Start,[],80.0,0.0,80.0,,,7.0,Friday,Friday,Morning Peak,Morning Peak,6
271957136,EC2577,East Carmen,Lake Lawrencechester,2019-06-28 05:10:00,2019-06-28 06:40:00,2019-06-28 05:20:00,2019-06-28 06:54:00,10.0,14.0,90.0,94.0,ECLBPX,other problem,320,0,0,0,Start,[],70.0,-11.0,59.0,,,4.0,Friday,Friday,Morning Peak,Morning Peak,7
271999100,EC3027,East Carmen,Gilbertland,2019-06-28 05:10:00,2019-06-28 06:50:00,2019-06-28 05:30:00,2019-06-28 07:07:00,20.0,17.0,100.0,97.0,ECLWDX,other problem,E95,0,0,0,Start,[],80.0,16.0,96.0,,,-3.0,Friday,Friday,Morning Peak,Morning Peak,5
272019970,EC3245,East Carmen,Youngland,2019-06-28 05:10:00,2019-06-28 06:45:00,2019-06-28 05:26:00,2019-06-28 07:25:00,16.0,40.0,95.0,119.0,ECLGAX,other problem,DH4,30,35,-5,A,"['cp', 'ca', 'ca']",100.0,-26.0,74.0,28.0,14.0,24.0,Friday,Friday,Morning Peak,Morning Peak,4
271978233,EC2764,North Jeffrey,East Carmen,2019-06-28 05:10:00,2019-06-28 06:55:00,2019-06-28 05:33:00,2019-06-28 07:06:00,23.0,11.0,105.0,93.0,ECLXBX,other problem,320,0,0,0,Start,[],100.0,53.0,153.0,26.0,15.0,-12.0,Friday,Friday,Morning Peak,Morning Peak,6
271984686,EC2859,East Carmen,West Ana,2019-06-28 05:10:00,2019-06-28 07:10:00,2019-06-28 05:21:00,2019-06-28 07:18:00,11.0,8.0,120.0,117.0,ECLGCX,other problem,DH4,0,0,0,Start,[],50.0,14.0,64.0,15.0,28.0,-3.0,Friday,Friday,Morning Peak,Morning Peak,4
271982483,EC2827,East Carmen,Davidtown,2019-06-28 05:15:00,2019-06-28 07:10:00,2019-06-28 05:25:00,2019-06-28 07:23:00,10.0,13.0,115.0,118.0,ECLXEX,other problem,320,0,0,0,Start,[],50.0,0.0,50.0,,,3.0,Friday,Friday,Morning Peak,Morning Peak,6
271987175,EC2880,Navarroville,East Carmen,2019-06-28 05:15:00,2019-06-28 07:00:00,2019-06-28 05:23:00,2019-06-28 07:04:00,8.0,4.0,105.0,101.0,ECLWPX,other problem,E95,0,0,0,Start,[],55.0,9.0,64.0,22.0,24.0,-4.0,Friday,Friday,Morning Peak,Morning Peak,5
272001223,EC3056,North Christopherburgh,East Carmen,2019-06-28 05:15:00,2019-06-28 06:15:00,2019-06-28 05:36:00,2019-06-28 06:28:00,21.0,13.0,60.0,52.0,ECLGIX,other problem,DH4,0,0,0,Start,[],55.0,-2.0,53.0,15.0,24.0,-8.0,Friday,Friday,Morning Peak,Morning Peak,4
271965396,EC2647,East Carmen,West Jennifer,2019-06-28 05:20:00,2019-06-28 06:55:00,2019-06-28 05:34:00,2019-06-28 06:57:00,14.0,2.0,95.0,83.0,ECLDGX,other problem,320,0,0,0,Start,[],85.0,13.0,98.0,,,-12.0,Friday,Friday,Morning Peak,Morning Peak,5
272194618,EC2876,Kennethfort,East Carmen,2019-06-28 05:20:00,2019-06-28 07:20:00,2019-06-28 05:29:00,2019-06-28 07:19:00,9.0,-1.0,120.0,110.0,ECLBVX,other problem,320,0,0,0,Start,[],50.0,16.0,66.0,26.0,23.0,-10.0,Friday,Friday,Morning Peak,Morning Peak,6
271963811,EC2633,East Carmen,Dawsonhaven,2019-06-28 05:20:00,2019-06-28 06:35:00,2019-06-28 05:25:00,2019-06-28 06:36:00,5.0,1.0,75.0,71.0,ECLWHX,other problem,E95,40,45,-5,B,[],125.0,30.0,155.0,,,-4.0,Friday,Friday,Morning Peak,Morning Peak,5
271976823,EC2757,East Carmen,North Jeffrey,2019-06-28 05:20:00,2019-06-28 07:05:00,2019-06-28 06:24:00,2019-06-28 08:06:00,64.0,61.0,105.0,102.0,ECLBNX,technical problem,320,0,0,0,Start,[],65.0,-38.0,27.0,17.0,16.0,-3.0,Friday,Friday,Morning Peak,Morning Peak,6
271994261,EC2984,East Holly,East Carmen,2019-06-28 05:25:00,2019-06-28 06:30:00,2019-06-28 05:37:00,2019-06-28 06:51:00,12.0,21.0,65.0,74.0,ECLWGX,other problem,E95,0,0,0,Start,[],90.0,-10.0,80.0,22.0,25.0,9.0,Friday,Friday,Morning Peak,Morning Peak,5
271963405,EC2631,East Carmen,Susanmouth,2019-06-28 05:25:00,2019-06-28 06:55:00,2019-06-28 05:48:00,2019-06-28 07:26:00,23.0,31.0,90.0,98.0,ECLBZX,other problem,320,0,0,0,Start,[],85.0,-15.0,70.0,,,8.0,Friday,Friday,Morning Peak,Morning Peak,6
271961725,EC2607,East Carmen,Yoderburgh,2019-06-28 05:30:00,2019-06-28 07:05:00,2019-06-28 05:46:00,2019-06-28 07:19:00,16.0,14.0,95.0,93.0,ECLBSX,other problem,320,0,0,0,Start,[],45.0,-13.0,32.0,25.0,,-2.0,Friday,Friday,Morning Peak,Morning Peak,6
271997072,EC3017,East Carmen,Joneshaven,2019-06-28 05:30:00,2019-06-28 06:55:00,2019-06-28 05:43:00,2019-06-28 06:57:00,13.0,2.0,85.0,74.0,ECLXDX,other problem,320,0,0,0,Start,[],65.0,20.0,85.0,24.0,18.0,-11.0,Friday,Friday,Morning Peak,Morning Peak,6
272015577,EC3216,Port Maryside,East Carmen,2019-06-28 05:35:00,2019-06-28 06:55:00,2019-06-28 05:53:00,2019-06-28 07:01:00,18.0,6.0,80.0,68.0,ECLBUX,other problem,320,0,0,0,Start,[],55.0,8.0,63.0,17.0,32.0,-12.0,Friday,Friday,Morning Peak,Morning Peak,6
272183532,EC2624,Susanmouth,East Carmen,2019-06-28 05:35:00,2019-06-28 07:10:00,2019-06-28 05:35:00,2019-06-28 07:06:00,0.0,-4.0,95.0,91.0,ECLBMX,no reason,320,0,0,0,Start,[],50.0,20.0,70.0,21.0,25.0,-4.0,Friday,Friday,Morning Peak,Morning Peak,6
271998475,EC3024,Joneshaven,East Carmen,2019-06-28 05:40:00,2019-06-28 07:10:00,2019-06-28 06:04:00,2019-06-28 07:25:00,24.0,15.0,90.0,81.0,ECLBWX,other problem,320,0,0,0,Start,[],65.0,7.0,72.0,26.0,26.0,-9.0,Friday,Friday,Morning Peak,Morning Peak,6
271993640,EC2981,East Carmen,New Johnhaven,2019-06-28 05:40:00,2019-06-28 07:15:00,2019-06-28 06:40:00,2019-06-28 08:10:00,60.0,55.0,95.0,90.0,ECLWOX,technical problem,E95,0,0,0,Start,[],40.0,16.0,56.0,,,-5.0,Friday,Friday,Morning Peak,Morning Peak,5
271964385,EC2636,Dawsonhaven,East Carmen,2019-06-28 05:45:00,2019-06-28 07:05:00,2019-06-28 06:08:00,2019-06-28 07:20:00,23.0,15.0,80.0,72.0,ECLDCX,other problem,320,0,0,0,Start,[],70.0,5.0,75.0,16.0,26.0,-8.0,Friday,Friday,Morning Peak,Morning Peak,5
271958429,EC2584,Lake Lawrencechester,East Carmen,2019-06-28 05:50:00,2019-06-28 07:15:00,2019-06-28 06:01:00,2019-06-28 07:20:00,11.0,5.0,85.0,79.0,ECLDAX,other problem,320,0,0,0,Start,[],60.0,6.0,66.0,29.0,27.0,-6.0,Friday,Friday,Morning Peak,Morning Peak,5
271967814,EC2672,Lake Danielburgh,East Carmen,2019-06-28 06:05:00,2019-06-28 07:25:00,2019-06-28 06:32:00,2019-06-28 07:36:00,27.0,11.0,80.0,64.0,ECLGLX,other problem,DH4,-24,30,-54,A,[],35.0,17.0,52.0,25.0,30.0,-16.0,Friday,Friday,Morning Peak,Morning Peak,4
272031771,EC3376,Lake Richardberg,East Carmen,2019-06-28 06:10:00,2019-06-28 07:05:00,2019-06-28 06:30:00,2019-06-28 07:14:00,20.0,9.0,55.0,44.0,ECLWIX,other problem,E95,0,0,0,Start,[],75.0,3.0,78.0,20.0,34.0,-11.0,Friday,Friday,Morning Peak,Morning Peak,5
272017024,EC3228,Haynesside,East Carmen,2019-06-28 06:10:00,2019-06-28 07:25:00,2019-06-28 06:33:00,2019-06-28 07:54:00,23.0,29.0,75.0,81.0,ECLGKX,other problem,DH4,34,40,-6,A,[],35.0,-3.0,32.0,24.0,27.0,6.0,Friday,Friday,Morning Peak,Morning Peak,4
271959479,EC2589,East Carmen,Lake Lawrencechester,2019-06-28 06:10:00,2019-06-28 07:40:00,2019-06-28 06:25:00,2019-06-28 07:48:00,15.0,8.0,90.0,83.0,ECLBIX,other problem,320,0,0,0,Start,[],70.0,7.0,77.0,23.0,11.0,-7.0,Friday,Friday,Morning Peak,Morning Peak,6
272207120,EC3160,North Anna,East Carmen,2019-06-28 06:10:00,2019-06-28 07:10:00,2019-06-28 06:20:00,2019-06-28 07:14:00,10.0,4.0,60.0,54.0,ECLWKX,other problem,E95,35,40,-5,A,[],45.0,56.0,101.0,23.0,21.0,-6.0,Friday,Friday,Morning Peak,Morning Peak,5
272030941,EC3372,Fisherhaven,East Carmen,2019-06-28 06:15:00,2019-06-28 07:20:00,2019-06-28 07:16:00,2019-06-28 08:11:00,61.0,51.0,65.0,55.0,ECLWMX,technical problem,E95,23,40,-17,A,[],65.0,-37.0,28.0,17.0,17.0,-10.0,Friday,Friday,Morning Peak,Morning Peak,5
272032564,EC3390,Port Courtneytown,East Carmen,2019-06-28 06:15:00,2019-06-28 07:00:00,2019-06-28 06:29:00,2019-06-28 07:14:00,14.0,14.0,45.0,45.0,ECLGQX,other problem,DH4,0,0,0,Start,[],45.0,65.0,110.0,28.0,16.0,0.0,Friday,Friday,Morning Peak,Morning Peak,4
271955812,EC2568,West Bryanstad,East Carmen,2019-06-28 06:15:00,2019-06-28 07:20:00,2019-06-28 06:30:00,2019-06-28 07:25:00,15.0,5.0,65.0,55.0,ECLBDX,other problem,320,26,40,-14,A,[],60.0,14.0,74.0,28.0,21.0,-10.0,Friday,Friday,Morning Peak,Morning Peak,6
272206060,EC3138,Keithberg,East Carmen,2019-06-28 06:20:00,2019-06-28 07:15:00,2019-06-28 07:23:00,2019-06-28 08:10:00,63.0,55.0,55.0,47.0,ECLGBX,technical problem,DH4,24,40,-16,A,[],40.0,-40.0,0.0,17.0,17.0,-8.0,Friday,Friday,Morning Peak,Morning Peak,4
271989938,EC2927,East Carmen,East Melindachester,2019-06-28 06:25:00,2019-06-28 07:55:00,2019-06-28 06:38:00,2019-06-28 07:54:00,13.0,-1.0,90.0,76.0,ECLWBX,other problem,E95,65,55,10,A,"['cp', 'cp']",40.0,1.0,41.0,27.0,16.0,-14.0,Friday,Friday,Morning Peak,Morning Peak,5
271971301,EC2698,Dawsonhaven,East Allisontown,2019-06-28 06:30:00,2019-06-28 07:45:00,2019-06-28 06:48:00,2019-06-28 07:59:00,18.0,14.0,75.0,71.0,ECLGPX,other problem,DH4,27,35,-8,A,[],245.0,-4.0,241.0,,,-4.0,Friday,Friday,Morning Peak,Morning Peak,4
271966771,EC2662,Yoderburgh,Aaronbury,2019-06-28 06:35:00,2019-06-28 08:00:00,2019-06-28 06:38:00,2019-06-28 08:10:00,3.0,10.0,85.0,92.0,ECLGGX,other problem,DH4,40,35,5,A,[],55.0,-9.0,46.0,,,7.0,Friday,Friday,Morning Peak,Morning Peak,4
272034657,EC3426,East Allisontown,East Carmen,2019-06-28 06:35:00,2019-06-28 07:15:00,2019-06-28 06:38:00,2019-06-28 07:16:00,3.0,1.0,40.0,38.0,ECLGHX,other problem,DH4,0,0,0,Start,[],510.0,24.0,534.0,,,-2.0,Friday,Friday,Morning Peak,Morning Peak,4
271971993,EC2708,Lake Lawrencechester,East Allisontown,2019-06-28 06:35:00,2019-06-28 07:55:00,2019-06-28 06:36:00,2019-06-28 07:40:00,1.0,-15.0,80.0,64.0,ECLWLX,other problem,E95,65,65,0,A,[],40.0,16.0,56.0,,,-16.0,Friday,Friday,Morning Peak,Morning Peak,5
272197126,EC2968,West Danielport,East Carmen,2019-06-28 06:40:00,2019-06-28 08:05:00,2019-06-28 06:59:00,2019-06-28 08:21:00,19.0,16.0,85.0,82.0,ECLBRX,other problem,320,40,45,-5,A,[],45.0,3.0,48.0,19.0,30.0,-3.0,Friday,Friday,Morning Peak,Morning Peak,6
271990683,EC2963,East Carmen,West Danielport,2019-06-28 06:40:00,2019-06-28 08:05:00,2019-06-28 06:50:00,2019-06-28 08:09:00,10.0,4.0,85.0,79.0,ECLWAX,other problem,E95,0,0,0,Start,[],45.0,4.0,49.0,,,-6.0,Friday,Friday,Morning Peak,Morning Peak,5
271975353,EC2734,Lake Lawrencechester,Fisherhaven,2019-06-28 06:50:00,2019-06-28 07:55:00,2019-06-28 07:03:00,2019-06-28 07:58:00,13.0,3.0,65.0,55.0,ECLGMX,other problem,DH4,65,65,0,A,[],35.0,11.0,46.0,,,-10.0,Friday,Friday,Morning Peak,Morning Peak,4
271959996,EC2618,Yoderburgh,East Carmen,2019-06-28 06:50:00,2019-06-28 08:25:00,2019-06-28 07:01:00,2019-06-28 08:27:00,11.0,2.0,95.0,86.0,ECLBXX,other problem,320,40,45,-5,A,[],45.0,32.0,77.0,29.0,25.0,-9.0,Friday,Friday,Morning Peak,Morning Peak,6
272183354,EC2622,Susanmouth,East Carmen,2019-06-28 06:50:00,2019-06-28 08:25:00,2019-06-28 07:04:00,2019-06-28 08:29:00,14.0,4.0,95.0,85.0,ECLWFX,other problem,E95,44,45,-1,A,[],40.0,11.0,51.0,26.0,16.0,-10.0,Friday,Friday,Morning Peak,Morning Peak,6
271996389,EC3007,East Carmen,Joneshaven,2019-06-28 06:50:00,2019-06-28 08:10:00,2019-06-28 07:51:00,2019-06-28 09:02:00,61.0,52.0,80.0,71.0,ECLBOX,technical problem,320,64,45,19,A,"['ca', 'cp', 'ca', 'ca', 'cp']",45.0,-26.0,19.0,18.0,30.0,-9.0,Friday,Friday,Morning Peak,Morning Peak,6
271995707,EC3003,East Carmen,Port Julieview,2019-06-28 06:55:00,2019-06-28 08:05:00,2019-06-28 07:09:00,2019-06-28 08:31:00,14.0,26.0,70.0,82.0,ECLGJX,other problem,DH4,71,70,1,A,[],40.0,3.0,43.0,24.0,18.0,12.0,Friday,Friday,Morning Peak,Morning Peak,4
272188479,EC2718,Lake Lawrencechester,Lake Richardberg,2019-06-28 07:00:00,2019-06-28 07:55:00,2019-06-28 07:01:00,2019-06-28 07:50:00,1.0,-5.0,55.0,49.0,ECLWEX,other problem,E95,52,50,2,A,[],45.0,8.0,53.0,,,-6.0,Friday,Friday,Morning Peak,Morning Peak,5
271968189,EC2680,West Jason,East Carmen,2019-06-28 07:00:00,2019-06-28 08:20:00,2019-06-28 07:00:00,2019-06-28 08:11:00,0.0,-9.0,80.0,71.0,ECLDDX,no reason,320,49,45,4,A,[],135.0,34.0,169.0,,,-9.0,Friday,Friday,Morning Peak,Morning Peak,5
